ano,semana_epidemiologica,fecha_inicio_semana_epidemiologica,grupo_etario,departamento_residencia,dengue confirmed,,semana_epidemiologica,Semena
2024,8,2024-02-18,"[40,50)",COMUNA 1,27,,,
2024,8,2024-02-18,"[50,60)",COMUNA 1,18,,,
2024,8,2024-02-18,"[60,70)",COMUNA 1,8,,,
2024,8,2024-02-18,"[70,80)",COMUNA 1,4,,,
2024,8,2024-02-18,"[0,10)",COMUNA 10,4,,,
2024,8,2024-02-18,"[10,20)",COMUNA 10,6,,,
2024,8,2024-02-18,"[20,30)",COMUNA 10,9,,,
2024,8,2024-02-18,"[30,40)",COMUNA 10,8,,,
2024,8,2024-02-18,"[40,50)",COMUNA 10,13,,,
2024,8,2024-02-18,"[50,60)",COMUNA 10,11,,,
2024,8,2024-02-18,"[60,70)",COMUNA 10,2,,,
2024,8,2024-02-18,"[70,80)",COMUNA 10,5,,,
2024,8,2024-02-18,"[0,10)",COMUNA 11,4,,,
2024,8,2024-02-18,"[10,20)",COMUNA 11,19,,,
2024,8,2024-02-18,"[20,30)",COMUNA 11,15,,,
2024,8,2024-02-18,"[30,40)",COMUNA 11,17,,,
2024,8,2024-02-18,"[40,50)",COMUNA 11,18,,,
2024,8,2024-02-18,"[50,60)",COMUNA 11,11,,,
2024,8,2024-02-18,"[60,70)",COMUNA 11,23,,,
2024,8,2024-02-18,"[70,80)",COMUNA 11,7,,,
2024,8,2024-02-18,"[80,90)",COMUNA 11,4,,,
2024,8,2024-02-18,"[0,10)",COMUNA 12,5,,,
2024,8,2024-02-18,"[10,20)",COMUNA 12,9,,,
2024,8,2024-02-18,"[20,30)",COMUNA 12,6,,,
2024,8,2024-02-18,"[30,40)",COMUNA 12,6,,,
2024,8,2024-02-18,"[40,50)",COMUNA 12,6,,,
2024,8,2024-02-18,"[50,60)",COMUNA 12,9,,,
2024,8,2024-02-18,"[60,70)",COMUNA 12,8,,,
2024,8,2024-02-18,"[70,80)",COMUNA 12,4,,,
2024,8,2024-02-18,"[80,90)",COMUNA 12,2,,,
2024,8,2024-02-18,"[90,100)",COMUNA 12,1,,,
2024,8,2024-02-18,"[0,10)",COMUNA 13,2,,,
2024,8,2024-02-18,"[10,20)",COMUNA 13,3,,,
2024,8,2024-02-18,"[20,30)",COMUNA 13,3,,,
2024,8,2024-02-18,"[30,40)",COMUNA 13,4,,,
2024,8,2024-02-18,"[40,50)",COMUNA 13,8,,,
2024,8,2024-02-18,"[50,60)",COMUNA 13,4,,,
2024,8,2024-02-18,"[60,70)",COMUNA 13,6,,,
2024,8,2024-02-18,"[70,80)",COMUNA 13,1,,,
2024,8,2024-02-18,"[80,90)",COMUNA 13,0,,,
2024,8,2024-02-18,"[90,100)",COMUNA 13,0,,,
2024,8,2024-02-18,"[0,10)",COMUNA 14,1,,,
2024,8,2024-02-18,"[10,20)",COMUNA 14,5,,,
2024,8,2024-02-18,"[20,30)",COMUNA 14,3,,,
2024,8,2024-02-18,"[30,40)",COMUNA 14,6,,,
2024,8,2024-02-18,"[40,50)",COMUNA 14,3,,,
2024,8,2024-02-18,"[50,60)",COMUNA 14,6,,,
2024,8,2024-02-18,"[60,70)",COMUNA 14,4,,,
2024,8,2024-02-18,"[70,80)",COMUNA 14,0,,,
2024,8,2024-02-18,"[80,90)",COMUNA 14,0,,,
2024,8,2024-02-18,"[0,10)",COMUNA 15,9,,,
2024,8,2024-02-18,"[10,20)",COMUNA 15,20,,,
2024,8,2024-02-18,"[20,30)",COMUNA 15,29,,,
2024,8,2024-02-18,"[30,40)",COMUNA 15,32,,,
2024,8,2024-02-18,"[40,50)",COMUNA 15,21,,,
2024,8,2024-02-18,"[50,60)",COMUNA 15,22,,,
2024,8,2024-02-18,"[60,70)",COMUNA 15,16,,,
2024,8,2024-02-18,"[70,80)",COMUNA 15,10,,,
2024,8,2024-02-18,"[80,90)",COMUNA 15,2,,,
2024,8,2024-02-18,"[0,10)",COMUNA 2,0,,,
2024,8,2024-02-18,"[10,20)",COMUNA 2,2,,,
2024,8,2024-02-18,"[20,30)",COMUNA 2,0,,,
2024,8,2024-02-18,"[30,40)",COMUNA 2,0,,,
2024,8,2024-02-18,"[40,50)",COMUNA 2,5,,,
2024,8,2024-02-18,"[50,60)",COMUNA 2,3,,,
2024,8,2024-02-18,"[60,70)",COMUNA 2,1,,,
2024,8,2024-02-18,"[70,80)",COMUNA 2,1,,,
2024,8,2024-02-18,"[0,10)",COMUNA 3,0,,,
2024,8,2024-02-18,"[10,20)",COMUNA 3,6,,,
2024,8,2024-02-18,"[20,30)",COMUNA 3,9,,,
2024,8,2024-02-18,"[30,40)",COMUNA 3,7,,,
2024,8,2024-02-18,"[40,50)",COMUNA 3,13,,,
2024,8,2024-02-18,"[50,60)",COMUNA 3,13,,,
2024,8,2024-02-18,"[60,70)",COMUNA 3,3,,,
2024,8,2024-02-18,"[70,80)",COMUNA 3,3,,,
2024,8,2024-02-18,"[90,100)",COMUNA 3,0,,,
2024,8,2024-02-18,"[0,10)",COMUNA 4,8,,,
2024,8,2024-02-18,"[10,20)",COMUNA 4,16,,,
2024,8,2024-02-18,"[20,30)",COMUNA 4,17,,,
2024,8,2024-02-18,"[30,40)",COMUNA 4,12,,,
2024,8,2024-02-18,"[40,50)",COMUNA 4,17,,,
2024,8,2024-02-18,"[50,60)",COMUNA 4,14,,,
2024,8,2024-02-18,"[60,70)",COMUNA 4,7,,,
2024,8,2024-02-18,"[70,80)",COMUNA 4,2,,,
2024,8,2024-02-18,"[80,90)",COMUNA 4,1,,,
2024,8,2024-02-18,"[0,10)",COMUNA 5,3,,,
2024,8,2024-02-18,"[10,20)",COMUNA 5,5,,,
2024,8,2024-02-18,"[20,30)",COMUNA 5,10,,,
2024,8,2024-02-18,"[30,40)",COMUNA 5,14,,,
2024,8,2024-02-18,"[40,50)",COMUNA 5,7,,,
2024,8,2024-02-18,"[50,60)",COMUNA 5,4,,,
2024,8,2024-02-18,"[60,70)",COMUNA 5,3,,,
2024,8,2024-02-18,"[70,80)",COMUNA 5,1,,,
2024,8,2024-02-18,"[80,90)",COMUNA 5,1,,,
2024,8,2024-02-18,"[90,100)",COMUNA 5,0,,,
2024,8,2024-02-18,"[0,10)",COMUNA 6,3,,,
2024,8,2024-02-18,"[10,20)",COMUNA 6,8,,,
2024,8,2024-02-18,"[20,30)",COMUNA 6,3,,,
2024,8,2024-02-18,"[30,40)",COMUNA 6,10,,,
2024,8,2024-02-18,"[40,50)",COMUNA 6,11,,,
2024,8,2024-02-18,"[50,60)",COMUNA 6,8,,,
2024,8,2024-02-18,"[60,70)",COMUNA 6,5,,,
2024,8,2024-02-18,"[80,90)",COMUNA 6,1,,,
2024,8,2024-02-18,"[90,100)",COMUNA 6,1,,,
2024,8,2024-02-18,"[0,10)",COMUNA 7,0,,,
2024,8,2024-02-18,"[10,20)",COMUNA 7,10,,,
2024,8,2024-02-18,"[20,30)",COMUNA 7,11,,,
2024,8,2024-02-18,"[30,40)",COMUNA 7,18,,,
2024,8,2024-02-18,"[40,50)",COMUNA 7,14,,,
2024,8,2024-02-18,"[50,60)",COMUNA 7,8,,,
2024,8,2024-02-18,"[60,70)",COMUNA 7,4,,,
2024,8,2024-02-18,"[70,80)",COMUNA 7,4,,,
2024,8,2024-02-18,"[80,90)",COMUNA 7,4,,,
2024,8,2024-02-18,"[0,10)",COMUNA 8,3,,,
2024,8,2024-02-18,"[10,20)",COMUNA 8,20,,,
2024,8,2024-02-18,"[20,30)",COMUNA 8,18,,,
2024,8,2024-02-18,"[30,40)",COMUNA 8,12,,,
2024,8,2024-02-18,"[40,50)",COMUNA 8,14,,,
2024,8,2024-02-18,"[50,60)",COMUNA 8,18,,,
2024,8,2024-02-18,"[60,70)",COMUNA 8,6,,,
2024,8,2024-02-18,"[70,80)",COMUNA 8,1,,,
2024,8,2024-02-18,"[80,90)",COMUNA 8,2,,,
2024,8,2024-02-18,"[0,10)",COMUNA 9,3,,,
2024,8,2024-02-18,"[10,20)",COMUNA 9,12,,,
2024,8,2024-02-18,"[20,30)",COMUNA 9,6,,,
2024,8,2024-02-18,"[30,40)",COMUNA 9,4,,,
2024,8,2024-02-18,"[40,50)",COMUNA 9,4,,,
2024,8,2024-02-18,"[50,60)",COMUNA 9,3,,,
2024,8,2024-02-18,"[60,70)",COMUNA 9,2,,,
2024,8,2024-02-18,"[70,80)",COMUNA 9,1,,,
2024,8,2024-02-18,"[80,90)",COMUNA 9,1,,,
2024,8,2024-02-18,"[90,100)",COMUNA 9,0,,,
2024,8,2024-02-18,"[0,10)",SIN DATOS,12,,,
2024,8,2024-02-18,"[10,20)",SIN DATOS,43,,,
2024,8,2024-02-18,"[20,30)",SIN DATOS,26,,,
2024,8,2024-02-18,"[30,40)",SIN DATOS,40,,,
2024,8,2024-02-18,"[40,50)",SIN DATOS,24,,,
2024,8,2024-02-18,"[50,60)",SIN DATOS,19,,,
2024,8,2024-02-18,"[60,70)",SIN DATOS,20,,,
2024,8,2024-02-18,"[70,80)",SIN DATOS,9,,,
2024,8,2024-02-18,"[80,90)",SIN DATOS,4,,,
2024,8,2024-02-18,"[90,100)",SIN DATOS,1,,,
2024,9,2024-02-25,"[0,10)",COMUNA 1,13,,,
2024,9,2024-02-25,"[10,20)",COMUNA 1,27,,,
2024,9,2024-02-25,"[20,30)",COMUNA 1,24,,,
2024,9,2024-02-25,"[30,40)",COMUNA 1,19,,,
2024,9,2024-02-25,"[40,50)",COMUNA 1,19,,,
2024,9,2024-02-25,"[50,60)",COMUNA 1,14,,,
2024,9,2024-02-25,"[60,70)",COMUNA 1,8,,,
2024,9,2024-02-25,"[70,80)",COMUNA 1,4,,,
2024,9,2024-02-25,"[80,90)",COMUNA 1,2,,,
2024,9,2024-02-25,"[0,10)",COMUNA 10,1,,,
2024,9,2024-02-25,"[10,20)",COMUNA 10,6,,,
2024,9,2024-02-25,"[20,30)",COMUNA 10,7,,,
2024,9,2024-02-25,"[30,40)",COMUNA 10,9,,,
2024,9,2024-02-25,"[40,50)",COMUNA 10,9,,,
2024,9,2024-02-25,"[50,60)",COMUNA 10,4,,,
2024,9,2024-02-25,"[60,70)",COMUNA 10,4,,,
2024,9,2024-02-25,"[70,80)",COMUNA 10,3,,,
2024,9,2024-02-25,"[80,90)",COMUNA 10,4,,,
2024,9,2024-02-25,"[0,10)",COMUNA 11,3,,,
2024,9,2024-02-25,"[10,20)",COMUNA 11,19,,,
2024,9,2024-02-25,"[20,30)",COMUNA 11,17,,,
2024,9,2024-02-25,"[30,40)",COMUNA 11,15,,,
2024,9,2024-02-25,"[40,50)",COMUNA 11,26,,,
2024,9,2024-02-25,"[50,60)",COMUNA 11,20,,,
2024,9,2024-02-25,"[60,70)",COMUNA 11,22,,,
2024,9,2024-02-25,"[70,80)",COMUNA 11,15,,,
2024,9,2024-02-25,"[80,90)",COMUNA 11,4,,,
2024,9,2024-02-25,"[90,100)",COMUNA 11,0,,,
2024,9,2024-02-25,"[0,10)",COMUNA 12,6,,,
2024,9,2024-02-25,"[10,20)",COMUNA 12,22,,,
2024,9,2024-02-25,"[20,30)",COMUNA 12,11,,,
2024,9,2024-02-25,"[30,40)",COMUNA 12,21,,,
2024,9,2024-02-25,"[40,50)",COMUNA 12,18,,,
2024,9,2024-02-25,"[50,60)",COMUNA 12,14,,,
2024,9,2024-02-25,"[60,70)",COMUNA 12,15,,,
2024,9,2024-02-25,"[70,80)",COMUNA 12,10,,,
2024,9,2024-02-25,"[80,90)",COMUNA 12,2,,,
2024,9,2024-02-25,"[90,100)",COMUNA 12,1,,,
2024,9,2024-02-25,"[0,10)",COMUNA 13,3,,,
2024,9,2024-02-25,"[10,20)",COMUNA 13,6,,,
2024,9,2024-02-25,"[20,30)",COMUNA 13,8,,,
2024,9,2024-02-25,"[30,40)",COMUNA 13,7,,,
2024,9,2024-02-25,"[40,50)",COMUNA 13,12,,,
2024,9,2024-02-25,"[50,60)",COMUNA 13,7,,,
2024,9,2024-02-25,"[60,70)",COMUNA 13,6,,,
2024,9,2024-02-25,"[70,80)",COMUNA 13,5,,,
2024,9,2024-02-25,"[80,90)",COMUNA 13,1,,,
2024,9,2024-02-25,"[90,100)",COMUNA 13,0,,,
2024,9,2024-02-25,"[0,10)",COMUNA 14,2,,,
2024,9,2024-02-25,"[10,20)",COMUNA 14,4,,,
2024,9,2024-02-25,"[20,30)",COMUNA 14,7,,,
2024,9,2024-02-25,"[30,40)",COMUNA 14,8,,,
2024,9,2024-02-25,"[40,50)",COMUNA 14,13,,,
2024,9,2024-02-25,"[50,60)",COMUNA 14,10,,,
2024,9,2024-02-25,"[60,70)",COMUNA 14,6,,,
2024,9,2024-02-25,"[70,80)",COMUNA 14,3,,,
2024,9,2024-02-25,"[80,90)",COMUNA 14,3,,,
2024,9,2024-02-25,"[0,10)",COMUNA 15,5,,,
2024,9,2024-02-25,"[10,20)",COMUNA 15,43,,,
2024,9,2024-02-25,"[20,30)",COMUNA 15,42,,,
2024,9,2024-02-25,"[30,40)",COMUNA 15,25,,,
2024,9,2024-02-25,"[40,50)",COMUNA 15,40,,,
2024,9,2024-02-25,"[50,60)",COMUNA 15,29,,,
2024,9,2024-02-25,"[60,70)",COMUNA 15,24,,,
2024,9,2024-02-25,"[70,80)",COMUNA 15,14,,,
2024,9,2024-02-25,"[80,90)",COMUNA 15,3,,,
2024,9,2024-02-25,"[90,100)",COMUNA 15,1,,,
2024,9,2024-02-25,"[0,10)",COMUNA 2,1,,,
2024,9,2024-02-25,"[10,20)",COMUNA 2,1,,,
2024,9,2024-02-25,"[20,30)",COMUNA 2,3,,,
2024,9,2024-02-25,"[30,40)",COMUNA 2,3,,,
2024,9,2024-02-25,"[40,50)",COMUNA 2,2,,,
2024,9,2024-02-25,"[50,60)",COMUNA 2,4,,,
2024,9,2024-02-25,"[60,70)",COMUNA 2,2,,,
2024,9,2024-02-25,"[70,80)",COMUNA 2,2,,,
2024,9,2024-02-25,"[80,90)",COMUNA 2,0,,,
2024,9,2024-02-25,"[0,10)",COMUNA 3,5,,,
2024,9,2024-02-25,"[10,20)",COMUNA 3,14,,,
2024,9,2024-02-25,"[20,30)",COMUNA 3,14,,,
2024,9,2024-02-25,"[30,40)",COMUNA 3,15,,,
2024,9,2024-02-25,"[40,50)",COMUNA 3,15,,,
2024,9,2024-02-25,"[50,60)",COMUNA 3,15,,,
2024,9,2024-02-25,"[60,70)",COMUNA 3,8,,,
2024,9,2024-02-25,"[70,80)",COMUNA 3,2,,,
2024,9,2024-02-25,"[80,90)",COMUNA 3,1,,,
2024,9,2024-02-25,"[90,100)",COMUNA 3,1,,,
2024,9,2024-02-25,"[0,10)",COMUNA 4,11,,,
2024,9,2024-02-25,"[10,20)",COMUNA 4,31,,,
2024,9,2024-02-25,"[20,30)",COMUNA 4,20,,,
2024,9,2024-02-25,"[30,40)",COMUNA 4,32,,,
2024,9,2024-02-25,"[40,50)",COMUNA 4,20,,,
2024,9,2024-02-25,"[50,60)",COMUNA 4,22,,,
2024,9,2024-02-25,"[60,70)",COMUNA 4,13,,,
2024,9,2024-02-25,"[70,80)",COMUNA 4,5,,,
2024,9,2024-02-25,"[90,100)",COMUNA 4,0,,,
2024,9,2024-02-25,"[0,10)",COMUNA 5,3,,,
2024,9,2024-02-25,"[10,20)",COMUNA 5,5,,,
2024,9,2024-02-25,"[20,30)",COMUNA 5,14,,,
2024,9,2024-02-25,"[30,40)",COMUNA 5,12,,,
2024,9,2024-02-25,"[40,50)",COMUNA 5,17,,,
2024,9,2024-02-25,"[50,60)",COMUNA 5,8,,,
2024,9,2024-02-25,"[60,70)",COMUNA 5,11,,,
2024,9,2024-02-25,"[70,80)",COMUNA 5,4,,,
2024,9,2024-02-25,"[80,90)",COMUNA 5,2,,,
2024,9,2024-02-25,"[0,10)",COMUNA 6,2,,,
2024,9,2024-02-25,"[10,20)",COMUNA 6,6,,,
2024,9,2024-02-25,"[20,30)",COMUNA 6,3,,,
2024,9,2024-02-25,"[30,40)",COMUNA 6,11,,,
2024,9,2024-02-25,"[40,50)",COMUNA 6,9,,,
2024,9,2024-02-25,"[50,60)",COMUNA 6,6,,,
2024,9,2024-02-25,"[60,70)",COMUNA 6,10,,,
2024,9,2024-02-25,"[70,80)",COMUNA 6,5,,,
2024,9,2024-02-25,"[80,90)",COMUNA 6,1,,,
2024,9,2024-02-25,"[0,10)",COMUNA 7,1,,,
2024,9,2024-02-25,"[10,20)",COMUNA 7,17,,,
2024,9,2024-02-25,"[20,30)",COMUNA 7,14,,,
2024,9,2024-02-25,"[30,40)",COMUNA 7,15,,,
2024,9,2024-02-25,"[40,50)",COMUNA 7,15,,,
2024,9,2024-02-25,"[50,60)",COMUNA 7,11,,,
2024,9,2024-02-25,"[60,70)",COMUNA 7,3,,,
2024,9,2024-02-25,"[70,80)",COMUNA 7,3,,,
2024,9,2024-02-25,"[80,90)",COMUNA 7,3,,,
2024,9,2024-02-25,"[0,10)",COMUNA 8,8,,,
2024,9,2024-02-25,"[10,20)",COMUNA 8,16,,,
2024,9,2024-02-25,"[20,30)",COMUNA 8,11,,,
2024,9,2024-02-25,"[30,40)",COMUNA 8,15,,,
2024,9,2024-02-25,"[40,50)",COMUNA 8,12,,,
2024,9,2024-02-25,"[50,60)",COMUNA 8,10,,,
2024,9,2024-02-25,"[60,70)",COMUNA 8,8,,,
2024,9,2024-02-25,"[70,80)",COMUNA 8,5,,,
2024,9,2024-02-25,"[80,90)",COMUNA 8,1,,,
2024,9,2024-02-25,"[90,100)",COMUNA 8,1,,,
2024,9,2024-02-25,"[0,10)",COMUNA 9,3,,,
2024,9,2024-02-25,"[10,20)",COMUNA 9,5,,,
2024,9,2024-02-25,"[20,30)",COMUNA 9,4,,,
2024,9,2024-02-25,"[30,40)",COMUNA 9,4,,,
2024,9,2024-02-25,"[40,50)",COMUNA 9,8,,,
2024,9,2024-02-25,"[50,60)",COMUNA 9,5,,,
2024,9,2024-02-25,"[60,70)",COMUNA 9,4,,,
2024,9,2024-02-25,"[70,80)",COMUNA 9,2,,,
2024,9,2024-02-25,"[80,90)",COMUNA 9,1,,,
2024,9,2024-02-25,"[0,10)",SIN DATOS,11,,,
2024,9,2024-02-25,"[10,20)",SIN DATOS,49,,,
2024,9,2024-02-25,"[100,110)",SIN DATOS,0,,,
2024,9,2024-02-25,"[20,30)",SIN DATOS,35,,,
2024,9,2024-02-25,"[30,40)",SIN DATOS,39,,,
2024,9,2024-02-25,"[40,50)",SIN DATOS,39,,,
2024,9,2024-02-25,"[50,60)",SIN DATOS,22,,,
2024,9,2024-02-25,"[60,70)",SIN DATOS,22,,,
2024,9,2024-02-25,"[70,80)",SIN DATOS,13,,,
2024,9,2024-02-25,"[80,90)",SIN DATOS,2,,,
2024,9,2024-02-25,"[90,100)",SIN DATOS,1,,,
2024,10,2024-03-03,"[0,10)",COMUNA 1,22,,,
2024,10,2024-03-03,"[10,20)",COMUNA 1,44,,,
2024,10,2024-03-03,"[20,30)",COMUNA 1,16,,,
2024,10,2024-03-03,"[30,40)",COMUNA 1,16,,,
2024,10,2024-03-03,"[40,50)",COMUNA 1,15,,,
2024,10,2024-03-03,"[50,60)",COMUNA 1,11,,,
2024,10,2024-03-03,"[60,70)",COMUNA 1,10,,,
2024,10,2024-03-03,"[70,80)",COMUNA 1,5,,,
2024,10,2024-03-03,"[80,90)",COMUNA 1,0,,,
2024,10,2024-03-03,"[90,100)",COMUNA 1,1,,,
2024,10,2024-03-03,"[0,10)",COMUNA 10,5,,,
2024,10,2024-03-03,"[10,20)",COMUNA 10,9,,,
2024,10,2024-03-03,"[20,30)",COMUNA 10,5,,,
2024,10,2024-03-03,"[30,40)",COMUNA 10,7,,,
2024,10,2024-03-03,"[40,50)",COMUNA 10,7,,,
2024,10,2024-03-03,"[50,60)",COMUNA 10,5,,,
2024,10,2024-03-03,"[60,70)",COMUNA 10,3,,,
2024,10,2024-03-03,"[70,80)",COMUNA 10,8,,,
2024,10,2024-03-03,"[80,90)",COMUNA 10,2,,,
2024,10,2024-03-03,"[0,10)",COMUNA 11,5,,,
2024,10,2024-03-03,"[10,20)",COMUNA 11,25,,,
2024,10,2024-03-03,"[20,30)",COMUNA 11,26,,,
2024,10,2024-03-03,"[30,40)",COMUNA 11,18,,,
2024,10,2024-03-03,"[40,50)",COMUNA 11,15,,,
2024,10,2024-03-03,"[50,60)",COMUNA 11,27,,,
2024,10,2024-03-03,"[60,70)",COMUNA 11,25,,,
2024,10,2024-03-03,"[70,80)",COMUNA 11,11,,,
2024,10,2024-03-03,"[80,90)",COMUNA 11,4,,,
2024,10,2024-03-03,"[90,100)",COMUNA 11,1,,,
2024,10,2024-03-03,"[0,10)",COMUNA 12,9,,,
2024,10,2024-03-03,"[10,20)",COMUNA 12,29,,,
2024,10,2024-03-03,"[20,30)",COMUNA 12,22,,,
2024,10,2024-03-03,"[30,40)",COMUNA 12,18,,,
2024,10,2024-03-03,"[40,50)",COMUNA 12,18,,,
2024,10,2024-03-03,"[50,60)",COMUNA 12,11,,,
2024,10,2024-03-03,"[60,70)",COMUNA 12,18,,,
2024,10,2024-03-03,"[70,80)",COMUNA 12,11,,,
2024,10,2024-03-03,"[80,90)",COMUNA 12,5,,,
2024,10,2024-03-03,"[90,100)",COMUNA 12,3,,,
2024,10,2024-03-03,"[0,10)",COMUNA 13,4,,,
2024,10,2024-03-03,"[10,20)",COMUNA 13,16,,,
2024,10,2024-03-03,"[20,30)",COMUNA 13,13,,,
2024,10,2024-03-03,"[30,40)",COMUNA 13,15,,,
2024,10,2024-03-03,"[40,50)",COMUNA 13,17,,,
2024,10,2024-03-03,"[50,60)",COMUNA 13,11,,,
2024,10,2024-03-03,"[60,70)",COMUNA 13,12,,,
2024,10,2024-03-03,"[70,80)",COMUNA 13,6,,,
2024,10,2024-03-03,"[80,90)",COMUNA 13,5,,,
2024,10,2024-03-03,"[90,100)",COMUNA 13,1,,,
2024,10,2024-03-03,"[0,10)",COMUNA 14,2,,,
2024,10,2024-03-03,"[10,20)",COMUNA 14,10,,,
2024,10,2024-03-03,"[20,30)",COMUNA 14,8,,,
2024,10,2024-03-03,"[30,40)",COMUNA 14,11,,,
2024,10,2024-03-03,"[40,50)",COMUNA 14,13,,,
2024,10,2024-03-03,"[50,60)",COMUNA 14,5,,,
2024,10,2024-03-03,"[60,70)",COMUNA 14,4,,,
2024,10,2024-03-03,"[70,80)",COMUNA 14,7,,,
2024,10,2024-03-03,"[80,90)",COMUNA 14,1,,,
2024,10,2024-03-03,"[0,10)",COMUNA 15,10,,,
2024,10,2024-03-03,"[10,20)",COMUNA 15,39,,,
2024,10,2024-03-03,"[20,30)",COMUNA 15,47,,,
2024,10,2024-03-03,"[30,40)",COMUNA 15,38,,,
2024,10,2024-03-03,"[40,50)",COMUNA 15,43,,,
2024,10,2024-03-03,"[50,60)",COMUNA 15,26,,,
2024,10,2024-03-03,"[60,70)",COMUNA 15,29,,,
2024,10,2024-03-03,"[70,80)",COMUNA 15,15,,,
2024,10,2024-03-03,"[80,90)",COMUNA 15,7,,,
2024,10,2024-03-03,"[0,10)",COMUNA 2,0,,,
2024,10,2024-03-03,"[10,20)",COMUNA 2,4,,,
2024,10,2024-03-03,"[20,30)",COMUNA 2,4,,,
2024,10,2024-03-03,"[30,40)",COMUNA 2,2,,,
2024,10,2024-03-03,"[40,50)",COMUNA 2,2,,,
2024,10,2024-03-03,"[50,60)",COMUNA 2,0,,,
2024,10,2024-03-03,"[60,70)",COMUNA 2,2,,,
2024,10,2024-03-03,"[70,80)",COMUNA 2,2,,,
2024,10,2024-03-03,"[80,90)",COMUNA 2,1,,,
2024,10,2024-03-03,"[0,10)",COMUNA 3,4,,,
2024,10,2024-03-03,"[10,20)",COMUNA 3,18,,,
2024,10,2024-03-03,"[20,30)",COMUNA 3,13,,,
2024,10,2024-03-03,"[30,40)",COMUNA 3,12,,,
2024,10,2024-03-03,"[40,50)",COMUNA 3,13,,,
2024,10,2024-03-03,"[50,60)",COMUNA 3,11,,,
2024,10,2024-03-03,"[60,70)",COMUNA 3,3,,,
2024,10,2024-03-03,"[70,80)",COMUNA 3,7,,,
2024,10,2024-03-03,"[80,90)",COMUNA 3,1,,,
2024,10,2024-03-03,"[90,100)",COMUNA 3,1,,,
2024,10,2024-03-03,"[0,10)",COMUNA 4,10,,,
2024,10,2024-03-03,"[10,20)",COMUNA 4,31,,,
2024,10,2024-03-03,"[20,30)",COMUNA 4,21,,,
2024,10,2024-03-03,"[30,40)",COMUNA 4,18,,,
2024,10,2024-03-03,"[40,50)",COMUNA 4,24,,,
2024,10,2024-03-03,"[50,60)",COMUNA 4,10,,,
2024,10,2024-03-03,"[60,70)",COMUNA 4,9,,,
2024,10,2024-03-03,"[70,80)",COMUNA 4,11,,,
2024,10,2024-03-03,"[80,90)",COMUNA 4,0,,,
2024,10,2024-03-03,"[90,100)",COMUNA 4,1,,,
2024,10,2024-03-03,"[0,10)",COMUNA 5,3,,,
2024,10,2024-03-03,"[10,20)",COMUNA 5,21,,,
2024,10,2024-03-03,"[20,30)",COMUNA 5,13,,,
2024,10,2024-03-03,"[30,40)",COMUNA 5,18,,,
2024,10,2024-03-03,"[40,50)",COMUNA 5,15,,,
2024,10,2024-03-03,"[50,60)",COMUNA 5,10,,,
2024,10,2024-03-03,"[60,70)",COMUNA 5,7,,,
2024,10,2024-03-03,"[70,80)",COMUNA 5,4,,,
2024,10,2024-03-03,"[80,90)",COMUNA 5,1,,,
2024,10,2024-03-03,"[90,100)",COMUNA 5,1,,,
2024,10,2024-03-03,"[0,10)",COMUNA 6,1,,,
2024,10,2024-03-03,"[10,20)",COMUNA 6,13,,,
2024,10,2024-03-03,"[20,30)",COMUNA 6,13,,,
2024,10,2024-03-03,"[30,40)",COMUNA 6,14,,,
2024,10,2024-03-03,"[40,50)",COMUNA 6,15,,,
2024,10,2024-03-03,"[50,60)",COMUNA 6,6,,,
2024,10,2024-03-03,"[60,70)",COMUNA 6,6,,,
2024,10,2024-03-03,"[70,80)",COMUNA 6,8,,,
2024,10,2024-03-03,"[80,90)",COMUNA 6,2,,,
2024,10,2024-03-03,"[90,100)",COMUNA 6,0,,,
2024,10,2024-03-03,"[0,10)",COMUNA 7,7,,,
2024,10,2024-03-03,"[10,20)",COMUNA 7,16,,,
2024,10,2024-03-03,"[20,30)",COMUNA 7,11,,,
2024,10,2024-03-03,"[30,40)",COMUNA 7,17,,,
2024,10,2024-03-03,"[40,50)",COMUNA 7,9,,,
2024,10,2024-03-03,"[50,60)",COMUNA 7,9,,,
2024,10,2024-03-03,"[60,70)",COMUNA 7,6,,,
2024,10,2024-03-03,"[70,80)",COMUNA 7,2,,,
2024,10,2024-03-03,"[80,90)",COMUNA 7,3,,,
2024,10,2024-03-03,"[0,10)",COMUNA 8,2,,,
2024,10,2024-03-03,"[10,20)",COMUNA 8,27,,,
2024,10,2024-03-03,"[20,30)",COMUNA 8,12,,,
2024,10,2024-03-03,"[30,40)",COMUNA 8,10,,,
2024,10,2024-03-03,"[40,50)",COMUNA 8,8,,,
2024,10,2024-03-03,"[50,60)",COMUNA 8,5,,,
2024,10,2024-03-03,"[60,70)",COMUNA 8,2,,,
2024,10,2024-03-03,"[70,80)",COMUNA 8,3,,,
2024,10,2024-03-03,"[80,90)",COMUNA 8,0,,,
2024,10,2024-03-03,"[0,10)",COMUNA 9,3,,,
2024,10,2024-03-03,"[10,20)",COMUNA 9,6,,,
2024,10,2024-03-03,"[20,30)",COMUNA 9,9,,,
2024,10,2024-03-03,"[30,40)",COMUNA 9,8,,,
2024,10,2024-03-03,"[40,50)",COMUNA 9,1,,,
2024,10,2024-03-03,"[50,60)",COMUNA 9,5,,,
2024,10,2024-03-03,"[60,70)",COMUNA 9,3,,,
